isogroup122754_c0_g1	NLRP2 PAAD/DAPIN/Pyrin domain
isogroup10872_c0_g1	DAPP1 phosphatidylinositol-3,4-bisphosphate binding
isogroup10819_c0_g1	DDX23 ATP-dependent RNA helicase
isogroup9180_c0_g1	 very-long-chain-acyl-CoA dehydrogenase activity
isogroup9159_c0_g1	eIF-2gamma translation initiation factor activity
isogroup9168_c0_g1	RSL24D1 assembly of large subunit precursor of preribosome
isogroup9128_c0_g1	MYO1H translation initiation factor activity
isogroup9163_c0_g1	GDI2 Rab GDP-dissociation inhibitor activity
isogroup9186_c0_g1	NFX1 negative regulation of MHC class II biosynthetic process
isogroup9116_c0_g1	 Sperm-tail PG-rich repeat
isogroup53386_c0_g1	 erythroblast transformation specific domain
isogroup53375_c0_g2	 It is involved in the biological process described with positive regulation of translational termination
isogroup53308_c0_g1	 protein dimerization activity
isogroup53396_c0_g1	KIAA0226 negative regulation of autophagosome maturation
isogroup53395_c0_g1	UQCRB component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain
isogroup53335_c0_g1	 Dermatopontin
isogroup53385_c0_g2	 Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide
isogroup53379_c0_g1	RHOC Rho-related GTP-binding protein RhoC
isogroup84002_c0_g1	 dolichyl-diphosphooligosaccharide-protein glycotransferase activity
isogroup84077_c0_g1	Rab6 Rab subfamily of small GTPases
isogroup84026_c0_g1	FK506-bp1 FKBP-type peptidyl-prolyl cis-trans isomerase
isogroup84013_c0_g1	BRMS1L Breast cancer metastasis-suppressor
isogroup68431_c1_g1	 Tyrosine kinase, catalytic domain
isogroup68431_c2_g1	 Tyrosine kinase, catalytic domain
isogroup68431_c2_g3	 Tyrosine kinase, catalytic domain
isogroup68431_c2_g2	 Tyrosine kinase, catalytic domain
isogroup68429_c0_g1	SLC15A4 histidine transport
isogroup68460_c3_g1	POLG2 mitochondrial glycyl-tRNA aminoacylation
isogroup68449_c0_g2	DIMT1 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
isogroup68488_c2_g1	KLHL29 Kelch-like family member 29
isogroup68453_c2_g1	XYLB xylulokinase activity
isogroup68478_c6_g4	Mlc2 EF-hand domain
isogroup68430_c0_g1	 ephrin receptor activity
isogroup68423_c1_g2	RANBP3 positive regulation of mitotic centrosome separation
isogroup68423_c4_g2	 It is involved in the biological process described with cotranslational protein targeting to membrane
isogroup68423_c5_g1	 PRP38 family
isogroup68423_c5_g4	GDE1 glycerophosphodiester phosphodiesterase 1
isogroup68420_c0_g3	EAF1 regulation of nucleic acid-templated transcription
isogroup68437_c3_g1	SAYSD1 Uncharacterized conserved domain (SAYSvFN)
isogroup68472_c1_g1	SPATA7 Spermatogenesis associated 7
isogroup68410_c0_g1	 Belongs to the peptidase S1 family
isogroup68494_c0_g1	ck translation initiation factor activity
isogroup68494_c0_g3	Myo1A translation initiation factor activity
isogroup68495_c2_g1	GMPPB GDP-mannose pyrophosphorylase B
isogroup68442_c3_g1	 receptor 157
isogroup68442_c4_g1	 receptor 157
isogroup68403_c4_g2	 Disintegrin and metalloproteinase domain-containing protein
isogroup68427_c0_g1	 zinc ion binding
isogroup68455_c0_g1	 meprin and TRAF homology
isogroup68465_c0_g2	TTK Ttk protein kinase
isogroup68415_c2_g1	 sphinganine-1-phosphate aldolase activity
isogroup68404_c2_g3	ARMC2 Armadillo repeat containing 2
isogroup68404_c2_g5	 TraB family
isogroup68499_c0_g1	ZNF277 RNA polymerase II core promoter sequence-specific DNA binding
isogroup68451_c4_g1	NNMT amine N-methyltransferase activity
isogroup68451_c12_g1	GCK glucose binding
isogroup68451_c15_g1	ARPC4 Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the mother actin filament
isogroup68454_c0_g1	 glutathione specific gamma-glutamylcyclotransferase activity
isogroup68454_c0_g3	 glutathione specific gamma-glutamylcyclotransferase activity
isogroup68401_c2_g1	ACTR2 cytoskeleton organization
isogroup68401_c2_g2	ACTR2 cytoskeleton organization
isogroup68446_c1_g2	DCAF7 response to osmotic stress
isogroup68402_c1_g1	 Tyrosine kinase, catalytic domain
isogroup68482_c0_g1	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity
isogroup68461_c8_g1	PPIH PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
isogroup68469_c2_g2	GFOD2 Glucose-fructose oxidoreductase
isogroup68469_c2_g3	NMD3 amine dehydrogenase activity
isogroup68411_c3_g1	 Ubiquitin-conjugating enzyme
isogroup68492_c0_g1	MEMO1 regulation of microtubule-based process
isogroup68421_c0_g2	 Regulator of chromosome condensation (RCC1) repeat
isogroup68445_c0_g1	 ATP synthesis coupled proton transport
isogroup68497_c2_g2	PSENEN Gamma-secretase subunit
isogroup68440_c0_g1	 ATPase activity, coupled to transmembrane movement of substances
isogroup68440_c0_g2	 ATPase activity, coupled to transmembrane movement of substances
isogroup68477_c1_g2	TCTEX1D2 Tctex-1 family
isogroup68487_c1_g1	HMCN1 G2F domain
isogroup68487_c1_g3	NCAM2 Neural cell adhesion molecule 2
isogroup68476_c0_g1	 Ribosomal protein S11
isogroup68435_c3_g1	 negative regulation of non-canonical Wnt signaling pathway
isogroup68419_c1_g1	NUP43 Nucleoporin
isogroup68419_c1_g2	N6AMT2 Protein-lysine methyltransferase that selectively catalyzes the trimethylation of EEF1A at 'Lys-79'
isogroup68406_c0_g1	SLFNL1 Putative DNA-binding domain
isogroup68407_c0_g1	 complement activation, lectin pathway
isogroup68424_c2_g1	TMEM229B Putative ABC-transporter type IV
isogroup68424_c2_g2	TMEM229B Transmembrane protein 229b
isogroup68448_c1_g2	Fer1HCH Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation
isogroup68483_c1_g1	DLC-B regulation of ATP-dependent microtubule motor activity, plus-end-directed
isogroup68441_c1_g1	YIF1B ER to Golgi vesicle-mediated transport
isogroup68479_c0_g1	 NHL repeat
isogroup68458_c0_g1	NDUFV2 NADH dehydrogenase (ubiquinone) flavoprotein 2
isogroup68417_c0_g1	DNAJC22 homolog, subfamily C, member 22
isogroup68400_c1_g1	ZDHHC24 protein-cysteine S-acyltransferase activity
isogroup68400_c1_g2	ZDHHC24 protein-cysteine S-acyltransferase activity
isogroup68462_c3_g1	 Mandelate racemase / muconate lactonizing enzyme, C-terminal domain
isogroup68462_c3_g2	 Mandelate racemase / muconate lactonizing enzyme, C-terminal domain
isogroup68474_c1_g1	etv2 PML body organization
isogroup68474_c3_g5	MVK Belongs to the GHMP kinase family. Mevalonate kinase subfamily
isogroup68474_c3_g7	MVK Belongs to the GHMP kinase family. Mevalonate kinase subfamily
isogroup68467_c5_g1	IFT22 intraflagellar transport
isogroup68456_c9_g1	RAB13 RAB13, member RAS oncogene family
isogroup61900_c0_g1	 Calcyphosin-like protein
isogroup61966_c0_g1	 calcium ion binding
isogroup61938_c0_g1	AGL Glycogen debranching enzyme
isogroup61907_c0_g1	 alcohol dehydrogenase (NADP+) activity
isogroup61914_c0_g1	 Rho (Ras homology) subfamily of Ras-like small GTPases
isogroup61944_c2_g1	 cytoskeletal anchoring at plasma membrane
isogroup61987_c0_g1	HDDC3 guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
isogroup61992_c0_g1	 Filamin C, gamma
isogroup61916_c0_g1	ATP5D proton-transporting ATP synthase activity, rotational mechanism
isogroup28873_c0_g1	PFDN5 prefoldin
isogroup28819_c0_g1	RpL24 60S ribosomal protein
isogroup28887_c0_g1	 Belongs to the small GTPase superfamily. Arf family
isogroup28897_c0_g1	PARP15 Poly (ADP-ribose) polymerase
isogroup28802_c0_g1	NUP98 posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
isogroup40896_c0_g1	LGMN Legumain
isogroup40851_c0_g1	PDHB pyruvate dehydrogenase (acetyl-transferring) activity
isogroup40852_c0_g1	tral Scd6-like Sm domain
isogroup40837_c0_g1	COMMD1 negative regulation of sodium ion transmembrane transport
isogroup40842_c0_g1	ARFIP1 factor interacting protein
isogroup40856_c0_g3	CSDE1 nuclear-transcribed mRNA catabolic process, no-go decay
isogroup40841_c0_g1	 It is involved in the biological process described with cell redox homeostasis
isogroup40885_c0_g1	NDUFA5 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex
isogroup49293_c1_g2	 DNA integration
isogroup49296_c0_g1	DIMT1 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity
isogroup49267_c0_g1	 oxidoreductase activity
isogroup49207_c0_g2	GSPT1 regulation of response to stimulus
isogroup49295_c0_g1	 Gelsolin homology domain
isogroup49277_c0_g1	TTN Immunoglobulin like
isogroup49294_c0_g1	TSR1 U3 snoRNA binding
isogroup49294_c0_g2	 It is involved in the biological process described with ribosome biogenesis
isogroup49223_c0_g1	PREX2 Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2
isogroup49220_c0_g1	 arachidonate 5-lipoxygenase activity
isogroup31128_c0_g1	MIOS response to amino acid starvation
isogroup31156_c0_g1	DPYD dihydropyrimidine dehydrogenase (NADP+) activity
isogroup31169_c0_g1	small-wing Phospholipase C, catalytic domain (part); domain X
isogroup31141_c0_g1	COL11A2 Collagen alpha-2(XI) chain
isogroup31116_c0_g1	HADHA Belongs to the enoyl-CoA hydratase isomerase family
isogroup31121_c0_g1	ARPC3 Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks
isogroup5177_c0_g1	OSBPL9 Belongs to the OSBP family
isogroup5171_c0_g1	TGFB1I1 Roundabout binding
isogroup5128_c0_g1	ATP7B copper-exporting ATPase activity
isogroup71978_c0_g1	 iron-sulfur transferase activity
isogroup71978_c1_g1	CDC40 pre-mRNA-processing factor 17
isogroup71906_c0_g1	PPIF regulation of proton-transporting ATPase activity, rotational mechanism
isogroup71976_c0_g1	Rab3 GTP binding. It is involved in the biological process described with protein transport
isogroup71972_c0_g1	DNPEP aminopeptidase activity
isogroup71972_c0_g2	DNPEP aspartyl aminopeptidase
isogroup71972_c0_g3	DNPEP aspartyl aminopeptidase
isogroup71972_c0_g7	DNPEP Belongs to the peptidase M18 family
isogroup71935_c0_g1	WDR24 WD repeat-containing protein 24
isogroup71987_c0_g1	ZC3H13 regulation of stem cell population maintenance
isogroup71911_c0_g1	ATPAF2 proton-transporting ATP synthase complex assembly
isogroup71923_c0_g1	 Leucine Rich repeats (2 copies)
isogroup71954_c1_g1	 positive regulation of caveolin-mediated endocytosis
isogroup71970_c0_g1	BRWD1 Bromodomain and WD repeat domain containing 1
isogroup71936_c0_g1	KLF11 factor 11
isogroup71952_c0_g1	ODF3 Outer dense fiber
isogroup71934_c0_g2	USP49 ubiquitin
isogroup71932_c0_g2	 Belongs to the sterol desaturase family
isogroup71932_c0_g3	 iron ion binding
isogroup71932_c0_g1	PIK3C3 autophagy of peroxisome
isogroup71932_c0_g5	 Belongs to the sterol desaturase family
isogroup71968_c0_g1	QPRT quinolinate catabolic process
isogroup71975_c0_g2	POGLUT1 protein xylosyltransferase activity
isogroup71979_c1_g1	 Cupin-like domain
isogroup71918_c1_g2	 Protein tyrosine kinase
isogroup71918_c1_g1	 Protein tyrosine kinase
isogroup71913_c1_g1	Rab11 Rab subfamily of small GTPases
isogroup71913_c1_g5	RAB11A member RAS oncogene family
isogroup71921_c1_g1	CUTA cutA divalent cation tolerance homolog (E. coli)
isogroup71915_c0_g1	WIPF1 WAS WASL interacting protein family, member 1
isogroup71963_c4_g1	 gamma-aminobutyric acid type B receptor subunit
isogroup71963_c4_g3	 gamma-aminobutyric acid type B receptor subunit
isogroup71963_c4_g4	 gamma-aminobutyric acid type B receptor subunit
isogroup71981_c0_g1	 tRNA-dihydrouridine(16 17) synthase NAD(P)( ) -like
isogroup71940_c0_g1	 EGF domain, unclasssified subfamily
isogroup71920_c0_g1	PICK1 negative regulation of Arp2/3 complex-mediated actin nucleation
isogroup71930_c0_g1	SNRPB RNA binding
isogroup71991_c1_g1	 FK506 binding
isogroup71991_c1_g3	 FK506 binding
isogroup71991_c1_g4	Cox4I1 Cytochrome c oxidase subunit IV
isogroup71984_c0_g1	Ars2 Acts as a mediator between the cap-binding complex (CBC) and RNA-mediated gene silencing (RNAi). Involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. Also involved microRNA (miRNA)-mediated silencing by contributing to the stability and delivery of primary miRNA transcripts to the primary miRNA processing complex
isogroup71962_c1_g4	 Fatty acid hydroxylase superfamily
isogroup71966_c0_g1	SYNPR regulation of opioid receptor signaling pathway
isogroup71939_c5_g2	 2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus
isogroup71900_c2_g1	BAHD1 Bromo adjacent homology
isogroup71900_c3_g2	ZNF330 zinc ion binding
isogroup71974_c2_g1	MAPKAPK3 kinase-activated protein kinase
isogroup71974_c4_g2	 UBA-like domain
isogroup71927_c0_g1	 Ankyrin repeat
isogroup71992_c0_g1	ORC4 Component of the origin recognition complex (ORC) that binds origins of replication
isogroup71990_c3_g1	gcs-1 glutamate-cysteine ligase activity
isogroup71950_c0_g1	TRAM1 protein transport
isogroup71950_c0_g3	TRAM1 protein transport
isogroup71944_c2_g1	UBE2F NEDD8 conjugating enzyme activity
isogroup71933_c1_g1	CDC42 imaginal disc-derived wing hair outgrowth
isogroup71933_c1_g2	CDC42 imaginal disc-derived wing hair outgrowth
isogroup71933_c2_g3	CDC42 imaginal disc-derived wing hair outgrowth
isogroup71933_c2_g2	CDC42 imaginal disc-derived wing hair outgrowth
isogroup71933_c2_g4	CDC42 imaginal disc-derived wing hair outgrowth
isogroup71905_c0_g1	TM7SF3 positive regulation of insulin secretion
isogroup71905_c1_g2	SUDS3 histone deacetylation
isogroup71999_c0_g3	CCNA2 cell division
isogroup71971_c1_g1	BDP1 B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
isogroup71903_c4_g1	CAPZA2 barbed-end actin filament capping
isogroup71903_c7_g1	 Elongation of very long chain fatty acids protein
isogroup71903_c7_g2	 Elongation of very long chain fatty acids protein
isogroup71903_c8_g5	rap-1 Rap protein signal transduction
isogroup71903_c8_g6	BTG4 B-cell translocation gene
isogroup71965_c0_g1	DBNL podosome assembly
isogroup71965_c1_g1	TM2D1 amyloid-beta binding
isogroup71965_c1_g4	DBNL podosome assembly
isogroup71912_c1_g1	TXNDC8 glycerol ether metabolic process
isogroup71937_c0_g1	CBFA2T2 core-binding factor, runt domain, alpha subunit 2
isogroup71973_c2_g1	 forkhead box
isogroup71993_c0_g1	SLC15A4 histidine transport
isogroup71986_c4_g3	 Reverse transcriptase (RNA-dependent DNA polymerase)
isogroup71986_c4_g5	 Reverse transcriptase (RNA-dependent DNA polymerase)
isogroup71957_c9_g1	DDRGK1 DDRGK domain-containing protein 1
isogroup71925_c0_g1	ENDOV endodeoxyribonuclease activity, producing 5'-phosphomonoesters
isogroup71980_c3_g1	ASUN Protein asunder homolog
isogroup71910_c0_g1	 kelch-like
isogroup71958_c1_g2	ACAA2 Thiolase, N-terminal domain
isogroup71996_c0_g1	Ndg Extracellular domain of unknown function in nidogen (entactin) and hypothetical proteins.
isogroup71998_c0_g2	 Astacin (Peptidase family M12A)
isogroup71998_c0_g1	ASTL glutamic-type peptidase activity
isogroup71929_c10_g2	TOE1 snRNA 3'-end processing
isogroup71945_c0_g1	UQCRFS1 ubiquinol-cytochrome-c reductase activity
isogroup71982_c0_g1	 gamma-aminobutyric acid type B receptor subunit
isogroup71917_c2_g6	DENND1A Rab guanyl-nucleotide exchange factor activity
isogroup71969_c4_g9	 Domain of unknown function (DUF3504)
isogroup71902_c0_g2	ASTL glutamic-type peptidase activity
isogroup71967_c0_g1	GPR143 L-DOPA binding
isogroup71967_c2_g1	PXYLP1 regulation of heparan sulfate proteoglycan biosynthetic process
isogroup71967_c2_g2	LRRC34 Leucine rich repeat containing 34
isogroup71955_c0_g1	IFT81 intraciliary transport involved in cilium assembly
isogroup71907_c0_g1	unc-130 sequence-specific DNA binding
isogroup43073_c0_g1	CD36 Belongs to the CD36 family
isogroup43057_c0_g2	MAP4K4 MAP kinase kinase kinase kinase activity
isogroup43048_c0_g1	p120ctn cell-cell adhesion
isogroup43089_c0_g2	LGMN Legumain
isogroup43097_c0_g1	NOSTRIN endocytosis
isogroup43035_c0_g1	NOL4 
isogroup43043_c0_g1	PAK3 Rac GTPase binding
isogroup43026_c0_g1	VARS Belongs to the class-I aminoacyl-tRNA synthetase family
isogroup43039_c0_g1	CCDC101 methylated histone binding
isogroup43008_c0_g1	HERC1 Domain Homologous to E6-AP Carboxyl Terminus with
isogroup31542_c0_g1	YTHDF2 YTH domain family
